date,site_id,region,behavior,cement_type,planned_pour_tonnes,consumed_tonnes,opening_inventory_tonnes,deliveries_tonnes,closing_inventory_tonnes,rain_mm,avg_temp_c,silo_capacity,capacity_violation,opening_overflow_tonnes,closing_overflow_tonnes
2022-09-17,SITE_013,South,chaotic,CEM_III,48.65,48.65,288.73,14.17,254.25,8.08,1.19,154,True,134.73000000000002,100.25
2022-09-18,SITE_013,South,chaotic,CEM_III,41.53,0.0,254.25,17.91,272.16,25.87,3.05,154,True,100.25,118.16000000000003
2022-09-19,SITE_013,South,chaotic,CEM_III,28.15,22.52,272.16,47.88,297.52,2.4,-5.0,154,True,118.16000000000003,143.51999999999998
2022-09-20,SITE_013,South,chaotic,CEM_I,23.14,23.14,297.52,44.27,318.65,0.91,9.39,154,True,143.51999999999998,164.64999999999998
2022-09-21,SITE_013,South,chaotic,CEM_II,64.1,51.28,318.65,46.98,314.35,1.43,-0.6,154,True,164.64999999999998,160.35000000000002
2022-09-22,SITE_013,South,chaotic,CEM_III,11.94,9.55,314.35,11.73,316.53,11.52,-2.93,154,True,160.35000000000002,162.52999999999997
2022-09-23,SITE_013,South,chaotic,CEM_III,62.92,62.92,316.53,29.49,283.1,1.54,4.4,154,True,162.52999999999997,129.10000000000002
2022-09-24,SITE_013,South,chaotic,CEM_III,0.0,0.0,283.1,20.99,304.09,2.6,0.37,154,True,129.10000000000002,150.08999999999997
2022-09-25,SITE_013,South,chaotic,CEM_III,52.34,52.34,304.09,32.08,283.83,1.49,3.99,154,True,150.08999999999997,129.82999999999998
2022-09-26,SITE_013,South,chaotic,CEM_III,23.22,18.58,283.83,30.26,295.51,5.09,-5.0,154,True,129.82999999999998,141.51
2022-09-27,SITE_013,South,chaotic,CEM_II,0.0,0.0,295.51,47.06,342.57,0.01,-5.0,154,True,141.51,188.57
2022-09-28,SITE_013,South,chaotic,CEM_III,63.79,63.79,342.57,39.07,317.85,3.25,2.61,154,True,188.57,163.85000000000002
2022-09-29,SITE_013,South,chaotic,CEM_I,46.42,46.42,317.85,0.0,271.43,8.27,5.74,154,True,163.85000000000002,117.43
2022-09-30,SITE_013,South,chaotic,CEM_II,41.67,33.34,271.43,16.14,254.23,0.37,-4.8,154,True,117.43,100.22999999999999
2022-10-01,SITE_013,South,chaotic,CEM_III,31.08,31.08,254.23,11.97,235.12,4.53,2.8,154,True,100.22999999999999,81.12
2022-10-02,SITE_013,South,chaotic,CEM_II,15.84,15.84,235.12,40.56,259.84,3.4,1.31,154,True,81.12,105.83999999999997
2022-10-03,SITE_013,South,chaotic,CEM_II,55.6,44.48,259.84,26.14,241.5,1.43,-2.66,154,True,105.83999999999997,87.5
2022-10-04,SITE_013,South,chaotic,CEM_I,0.0,0.0,241.5,26.42,267.92,3.86,5.99,154,True,87.5,113.92000000000002
2022-10-05,SITE_013,South,chaotic,CEM_I,56.29,56.29,267.92,47.33,258.96,8.75,0.08,154,True,113.92000000000002,104.95999999999998
2022-10-06,SITE_013,South,chaotic,CEM_II,45.48,36.38,258.96,28.18,250.76,2.35,-1.65,154,True,104.95999999999998,96.75999999999999
2022-10-07,SITE_013,South,chaotic,CEM_II,36.04,36.04,250.76,36.79,251.51,12.06,2.81,154,True,96.75999999999999,97.50999999999999
2022-10-08,SITE_013,South,chaotic,CEM_III,68.35,68.35,251.51,12.46,195.62,6.15,4.16,154,True,97.50999999999999,41.620000000000005
2022-10-09,SITE_013,South,chaotic,CEM_II,0.0,0.0,195.62,21.34,216.96,1.24,-2.62,154,True,41.620000000000005,62.96000000000001
2022-10-10,SITE_013,South,chaotic,CEM_II,0.0,0.0,216.96,31.91,248.87,0.22,4.02,154,True,62.96000000000001,94.87
2022-10-11,SITE_013,South,chaotic,CEM_II,11.43,9.15,248.87,20.04,259.76,2.85,-5.0,154,True,94.87,105.75999999999999
2022-10-12,SITE_013,South,chaotic,CEM_I,59.99,59.99,259.76,0.0,199.77,3.16,2.09,154,True,105.75999999999999,45.77000000000001
2022-10-13,SITE_013,South,chaotic,CEM_II,19.14,15.31,199.77,47.37,231.83,2.87,-4.74,154,True,45.77000000000001,77.83000000000001
2022-10-14,SITE_013,South,chaotic,CEM_II,0.0,0.0,231.83,29.77,261.6,4.78,1.45,154,True,77.83000000000001,107.60000000000002
2022-10-15,SITE_013,South,chaotic,CEM_II,22.91,18.33,261.6,38.63,281.9,0.92,-5.0,154,True,107.60000000000002,127.89999999999998
2022-10-16,SITE_013,South,chaotic,CEM_II,11.58,9.26,281.9,47.97,320.61,2.91,-4.07,154,True,127.89999999999998,166.61
2022-10-17,SITE_013,South,chaotic,CEM_I,49.09,49.09,320.61,18.28,289.8,9.99,3.91,154,True,166.61,135.8
2022-10-18,SITE_013,South,chaotic,CEM_II,20.09,20.09,289.8,0.0,269.71,4.99,4.74,154,True,135.8,115.70999999999998
2022-10-19,SITE_013,South,chaotic,CEM_I,18.83,15.07,269.71,21.04,275.68,1.52,-5.0,154,True,115.70999999999998,121.68
2022-10-20,SITE_013,South,chaotic,CEM_II,30.11,30.11,275.68,35.54,281.11,1.8,1.46,154,True,121.68,127.11000000000001
2022-10-21,SITE_013,South,chaotic,CEM_II,56.87,45.5,281.11,14.74,250.35,3.66,-0.53,154,True,127.11000000000001,96.35
2022-10-22,SITE_013,South,chaotic,CEM_II,59.93,47.95,250.35,28.34,230.74,0.46,-4.53,154,True,96.35,76.74000000000001
2022-10-23,SITE_013,South,chaotic,CEM_III,64.83,64.83,230.74,43.72,209.63,1.26,3.74,154,True,76.74000000000001,55.629999999999995
2022-10-24,SITE_013,South,chaotic,CEM_III,48.73,0.0,209.63,11.85,221.48,16.25,-2.35,154,True,55.629999999999995,67.47999999999999
2022-10-25,SITE_013,South,chaotic,CEM_I,15.14,15.14,221.48,15.89,222.23,2.17,1.18,154,True,67.47999999999999,68.22999999999999
2022-10-26,SITE_013,South,chaotic,CEM_III,0.0,0.0,222.23,42.58,264.81,11.7,-1.66,154,True,68.22999999999999,110.81
2022-10-27,SITE_013,South,chaotic,CEM_III,32.75,32.75,264.81,15.41,247.47,1.91,1.04,154,True,110.81,93.47
2022-10-28,SITE_013,South,chaotic,CEM_III,23.03,23.03,247.47,32.43,256.87,0.1,7.17,154,True,93.47,102.87
2022-10-29,SITE_013,South,chaotic,CEM_II,12.84,10.27,256.87,15.8,262.4,3.89,-1.63,154,True,102.87,108.39999999999998
2022-10-30,SITE_013,South,chaotic,CEM_I,19.42,19.42,262.4,11.41,254.39,1.48,1.79,154,True,108.39999999999998,100.38999999999999
2022-10-31,SITE_013,South,chaotic,CEM_III,29.05,29.05,254.39,27.53,252.87,7.62,11.04,154,True,100.38999999999999,98.87
2022-11-01,SITE_013,South,chaotic,CEM_II,31.07,31.07,252.87,11.82,233.62,1.16,3.48,154,True,98.87,79.62
2022-11-02,SITE_013,South,chaotic,CEM_I,60.64,60.64,233.62,0.0,172.98,4.27,0.6,154,True,79.62,18.97999999999999
2022-11-03,SITE_013,South,chaotic,CEM_II,0.0,0.0,172.98,42.94,215.92,0.33,2.15,154,True,18.97999999999999,61.91999999999999
2022-11-04,SITE_013,South,chaotic,CEM_II,11.17,11.17,215.92,49.31,254.06,3.74,0.81,154,True,61.91999999999999,100.06
2022-11-05,SITE_013,South,chaotic,CEM_II,60.64,48.52,254.06,47.8,253.34,8.96,-0.33,154,True,100.06,99.34
2022-11-06,SITE_013,South,chaotic,CEM_I,0.0,0.0,253.34,38.14,291.48,2.52,1.18,154,True,99.34,137.48000000000002
2022-11-07,SITE_013,South,chaotic,CEM_II,30.45,30.45,291.48,26.46,287.49,2.12,3.74,154,True,137.48000000000002,133.49
2022-11-08,SITE_013,South,chaotic,CEM_II,45.28,36.23,287.49,17.19,268.45,1.85,-1.21,154,True,133.49,114.44999999999999
2022-11-09,SITE_013,South,chaotic,CEM_III,56.01,44.8,268.45,38.93,262.58,2.58,-3.51,154,True,114.44999999999999,108.57999999999998
2022-11-10,SITE_013,South,chaotic,CEM_II,48.92,39.14,262.58,39.05,262.49,4.31,-1.79,154,True,108.57999999999998,108.49000000000001
2022-11-11,SITE_013,South,chaotic,CEM_III,45.64,36.51,262.49,0.0,225.98,2.91,-0.07,154,True,108.49000000000001,71.97999999999999
2022-11-12,SITE_013,South,chaotic,CEM_I,22.81,22.81,225.98,44.87,248.04,1.95,2.22,154,True,71.97999999999999,94.03999999999999
2022-11-13,SITE_013,South,chaotic,CEM_II,38.88,38.88,248.04,41.18,250.34,0.9,15.26,154,True,94.03999999999999,96.34
2022-11-14,SITE_013,South,chaotic,CEM_III,28.21,28.21,250.34,11.04,233.17,4.11,2.31,154,True,96.34,79.16999999999999
2022-11-15,SITE_013,South,chaotic,CEM_III,54.06,54.06,233.17,0.0,179.11,9.37,4.73,154,True,79.16999999999999,25.110000000000014
2022-11-16,SITE_013,South,chaotic,CEM_I,42.49,42.49,179.11,41.05,177.67,10.58,0.9,154,True,25.110000000000014,23.669999999999987
2022-11-17,SITE_013,South,chaotic,CEM_III,0.0,0.0,177.67,44.06,221.73,0.33,2.47,154,True,23.669999999999987,67.72999999999999
2022-11-18,SITE_013,South,chaotic,CEM_III,0.0,0.0,221.73,35.85,257.58,0.76,8.84,154,True,67.72999999999999,103.57999999999998
2022-11-19,SITE_013,South,chaotic,CEM_III,40.46,32.37,257.58,12.9,238.11,0.81,-5.0,154,True,103.57999999999998,84.11000000000001
2022-11-20,SITE_013,South,chaotic,CEM_I,36.16,36.16,238.11,45.45,247.4,4.0,4.7,154,True,84.11000000000001,93.4
2022-11-21,SITE_013,South,chaotic,CEM_III,30.5,30.5,247.4,23.68,240.58,2.33,3.62,154,True,93.4,86.58000000000001
2022-11-22,SITE_013,South,chaotic,CEM_III,66.16,52.93,240.58,11.59,199.24,11.9,-5.0,154,True,86.58000000000001,45.24000000000001
2022-11-23,SITE_013,South,chaotic,CEM_II,60.62,60.62,199.24,43.25,181.87,0.44,1.56,154,True,45.24000000000001,27.870000000000005
2022-11-24,SITE_013,South,chaotic,CEM_III,55.4,55.4,181.87,24.13,150.6,7.38,7.27,154,True,27.870000000000005,0.0
2022-11-26,SITE_013,South,chaotic,CEM_III,63.2,0.0,139.85,14.35,154.2,15.33,7.04,154,True,0.0,0.19999999999998863
2022-11-27,SITE_013,South,chaotic,CEM_II,0.0,0.0,154.2,38.72,192.92,2.37,7.35,154,True,0.19999999999998863,38.91999999999999
2022-11-28,SITE_013,South,chaotic,CEM_II,58.45,58.45,192.92,25.07,159.54,5.18,8.19,154,True,38.91999999999999,5.539999999999992
2022-11-29,SITE_013,South,chaotic,CEM_II,68.24,68.24,159.54,11.84,103.14,7.57,9.52,154,True,5.539999999999992,0.0
2022-12-03,SITE_013,South,chaotic,CEM_II,0.0,0.0,151.94,10.84,162.78,8.14,2.68,154,True,0.0,8.780000000000001
2022-12-04,SITE_013,South,chaotic,CEM_I,0.0,0.0,162.78,18.43,181.21,10.71,12.47,154,True,8.780000000000001,27.210000000000008
2022-12-05,SITE_013,South,chaotic,CEM_III,38.6,38.6,181.21,16.73,159.34,1.98,8.3,154,True,27.210000000000008,5.340000000000003
2022-12-06,SITE_013,South,chaotic,CEM_I,26.85,26.85,159.34,37.14,169.63,6.43,10.71,154,True,5.340000000000003,15.629999999999995
2022-12-07,SITE_013,South,chaotic,CEM_II,40.97,40.97,169.63,0.0,128.66,1.14,6.21,154,True,15.629999999999995,0.0
2022-12-08,SITE_013,South,chaotic,CEM_II,20.4,20.4,128.66,48.7,156.96,4.88,7.74,154,True,0.0,2.960000000000008
2022-12-09,SITE_013,South,chaotic,CEM_II,26.63,26.63,156.96,19.13,149.46,2.55,8.49,154,True,2.960000000000008,0.0
2022-12-15,SITE_013,South,chaotic,CEM_II,18.69,18.69,142.65,35.38,159.34,0.46,11.46,154,True,0.0,5.340000000000003
2022-12-16,SITE_013,South,chaotic,CEM_III,0.0,0.0,159.34,43.55,202.89,0.08,7.89,154,True,5.340000000000003,48.889999999999986
2022-12-17,SITE_013,South,chaotic,CEM_III,47.14,0.0,202.89,21.72,224.61,18.28,13.57,154,True,48.889999999999986,70.61000000000001
2022-12-18,SITE_013,South,chaotic,CEM_I,61.74,61.74,224.61,17.72,180.59,0.07,3.21,154,True,70.61000000000001,26.590000000000003
2022-12-19,SITE_013,South,chaotic,CEM_II,18.24,18.24,180.59,16.92,179.27,0.9,10.34,154,True,26.590000000000003,25.27000000000001
2022-12-20,SITE_013,South,chaotic,CEM_III,36.8,36.8,179.27,28.56,171.03,3.63,14.46,154,True,25.27000000000001,17.03
2022-12-21,SITE_013,South,chaotic,CEM_II,66.27,0.0,171.03,18.81,189.84,16.56,6.32,154,True,17.03,35.84
2022-12-22,SITE_013,South,chaotic,CEM_III,16.09,16.09,189.84,43.61,217.36,9.8,11.91,154,True,35.84,63.360000000000014
2022-12-23,SITE_013,South,chaotic,CEM_II,39.88,0.0,217.36,42.17,259.53,19.37,3.73,154,True,63.360000000000014,105.52999999999997
2022-12-24,SITE_013,South,chaotic,CEM_I,47.08,47.08,259.53,18.11,230.56,1.78,0.97,154,True,105.52999999999997,76.56
2022-12-25,SITE_013,South,chaotic,CEM_II,36.17,36.17,230.56,37.37,231.76,3.54,10.26,154,True,76.56,77.75999999999999
2022-12-26,SITE_013,South,chaotic,CEM_III,27.12,27.12,231.76,45.51,250.15,0.76,2.96,154,True,77.75999999999999,96.15
2022-12-27,SITE_013,South,chaotic,CEM_I,26.23,26.23,250.15,32.86,256.78,3.21,11.62,154,True,96.15,102.77999999999997
2022-12-28,SITE_013,South,chaotic,CEM_III,20.07,20.07,256.78,23.91,260.62,0.61,9.9,154,True,102.77999999999997,106.62
2022-12-29,SITE_013,South,chaotic,CEM_I,58.68,58.68,260.62,16.6,218.54,0.64,12.16,154,True,106.62,64.53999999999999
2022-12-30,SITE_013,South,chaotic,CEM_II,0.0,0.0,218.54,19.95,238.49,0.77,19.55,154,True,64.53999999999999,84.49000000000001
2022-12-31,SITE_013,South,chaotic,CEM_III,0.0,0.0,238.49,0.0,238.49,3.18,3.55,154,True,84.49000000000001,84.49000000000001
2023-01-01,SITE_013,South,chaotic,CEM_III,0.0,0.0,238.49,37.11,275.6,1.23,16.46,154,True,84.49000000000001,121.60000000000002
2023-01-02,SITE_013,South,chaotic,CEM_III,32.79,32.79,275.6,36.26,279.07,3.13,13.52,154,True,121.60000000000002,125.07
2023-01-03,SITE_013,South,chaotic,CEM_II,55.05,55.05,279.07,23.8,247.82,13.39,12.54,154,True,125.07,93.82
2023-01-04,SITE_013,South,chaotic,CEM_II,44.1,44.1,247.82,30.59,234.31,4.74,12.31,154,True,93.82,80.31
2023-01-05,SITE_013,South,chaotic,CEM_II,17.08,17.08,234.31,41.94,259.17,7.28,19.84,154,True,80.31,105.17000000000002
2023-01-06,SITE_013,South,chaotic,CEM_I,16.93,16.93,259.17,10.96,253.2,4.48,20.97,154,True,105.17000000000002,99.19999999999999
2023-01-07,SITE_013,South,chaotic,CEM_II,32.76,32.76,253.2,10.53,230.97,4.11,7.53,154,True,99.19999999999999,76.97
2023-01-08,SITE_013,South,chaotic,CEM_II,0.0,0.0,230.97,47.03,278.0,7.26,12.48,154,True,76.97,124.0
2023-01-09,SITE_013,South,chaotic,CEM_I,55.12,55.12,278.0,16.34,239.22,1.28,21.73,154,True,124.0,85.22
2023-01-10,SITE_013,South,chaotic,CEM_III,39.7,39.7,239.22,38.47,237.99,5.46,4.39,154,True,85.22,83.99000000000001
2023-01-11,SITE_013,South,chaotic,CEM_III,64.74,64.74,237.99,26.25,199.5,2.29,4.7,154,True,83.99000000000001,45.5
2023-01-12,SITE_013,South,chaotic,CEM_III,25.13,25.13,199.5,11.55,185.92,1.01,6.92,154,True,45.5,31.919999999999987
2023-01-13,SITE_013,South,chaotic,CEM_III,0.0,0.0,185.92,0.0,185.92,0.35,14.27,154,True,31.919999999999987,31.919999999999987
2023-01-14,SITE_013,South,chaotic,CEM_I,21.07,21.07,185.92,48.28,213.13,3.48,9.49,154,True,31.919999999999987,59.129999999999995
2023-01-15,SITE_013,South,chaotic,CEM_I,64.2,64.2,213.13,11.79,160.72,1.3,11.16,154,True,59.129999999999995,6.719999999999999
2023-01-16,SITE_013,South,chaotic,CEM_II,33.47,33.47,160.72,27.48,154.73,0.64,4.98,154,True,6.719999999999999,0.7299999999999898
2023-01-17,SITE_013,South,chaotic,CEM_I,68.46,68.46,154.73,43.91,130.18,1.87,12.19,154,True,0.7299999999999898,0.0
2023-01-18,SITE_013,South,chaotic,CEM_II,0.0,0.0,130.18,32.82,163.0,2.11,18.25,154,True,0.0,9.0
2023-01-19,SITE_013,South,chaotic,CEM_III,69.72,69.72,163.0,23.4,116.68,0.5,10.29,154,True,9.0,0.0
2023-05-01,SITE_013,South,chaotic,CEM_III,10.9,10.9,131.06,40.43,160.59,25.99,27.59,154,True,0.0,6.590000000000003
2023-05-02,SITE_013,South,chaotic,CEM_II,11.58,11.58,160.59,33.9,182.91,7.3,27.01,154,True,6.590000000000003,28.909999999999997
2023-05-03,SITE_013,South,chaotic,CEM_I,0.0,0.0,182.91,38.69,221.6,6.32,25.34,154,True,28.909999999999997,67.6
2023-05-04,SITE_013,South,chaotic,CEM_III,0.0,0.0,221.6,40.86,262.46,5.45,23.66,154,True,67.6,108.45999999999998
2023-05-05,SITE_013,South,chaotic,CEM_III,0.0,0.0,262.46,25.43,287.89,8.5,19.81,154,True,108.45999999999998,133.89
2023-05-06,SITE_013,South,chaotic,CEM_I,0.0,0.0,287.89,25.86,313.75,3.34,25.59,154,True,133.89,159.75
2023-05-07,SITE_013,South,chaotic,CEM_III,0.0,0.0,313.75,24.61,338.36,0.7,17.38,154,True,159.75,184.36
2023-05-08,SITE_013,South,chaotic,CEM_III,56.96,56.96,338.36,46.78,328.18,1.45,27.41,154,True,184.36,174.18
2023-05-09,SITE_013,South,chaotic,CEM_I,39.11,39.11,328.18,39.96,329.03,1.89,25.35,154,True,174.18,175.02999999999997
2023-05-10,SITE_013,South,chaotic,CEM_I,0.0,0.0,329.03,22.54,351.57,1.25,19.51,154,True,175.02999999999997,197.57
2023-05-11,SITE_013,South,chaotic,CEM_I,0.0,0.0,351.57,49.9,401.47,5.85,11.03,154,True,197.57,247.47000000000003
2023-05-12,SITE_013,South,chaotic,CEM_III,57.25,57.25,401.47,18.59,362.81,0.55,12.9,154,True,247.47000000000003,208.81
2023-05-13,SITE_013,South,chaotic,CEM_III,0.0,0.0,362.81,10.62,373.43,4.38,21.15,154,True,208.81,219.43
2023-05-14,SITE_013,South,chaotic,CEM_II,28.01,0.0,373.43,21.26,394.69,15.88,21.72,154,True,219.43,240.69
2023-05-15,SITE_013,South,chaotic,CEM_I,14.67,14.67,394.69,43.5,423.52,0.67,17.87,154,True,240.69,269.52
2023-05-16,SITE_013,South,chaotic,CEM_III,47.05,47.05,423.52,0.0,376.47,14.58,23.96,154,True,269.52,222.47000000000003
2023-05-17,SITE_013,South,chaotic,CEM_III,39.39,39.39,376.47,26.97,364.05,1.64,18.29,154,True,222.47000000000003,210.05
2023-05-18,SITE_013,South,chaotic,CEM_I,35.58,35.58,364.05,41.85,370.32,4.35,14.01,154,True,210.05,216.32
2023-05-19,SITE_013,South,chaotic,CEM_I,58.61,58.61,370.32,0.0,311.71,6.31,20.52,154,True,216.32,157.70999999999998
2023-05-20,SITE_013,South,chaotic,CEM_II,24.68,24.68,311.71,22.81,309.84,10.75,14.66,154,True,157.70999999999998,155.83999999999997
2023-05-21,SITE_013,South,chaotic,CEM_I,20.97,20.97,309.84,43.41,332.28,6.05,13.22,154,True,155.83999999999997,178.27999999999997
2023-05-22,SITE_013,South,chaotic,CEM_I,22.57,22.57,332.28,20.01,329.72,1.35,13.83,154,True,178.27999999999997,175.72000000000003
2023-05-23,SITE_013,South,chaotic,CEM_II,30.28,30.28,329.72,39.16,338.6,0.33,25.55,154,True,175.72000000000003,184.60000000000002
2023-05-24,SITE_013,South,chaotic,CEM_II,69.25,69.25,338.6,31.77,301.12,11.44,23.72,154,True,184.60000000000002,147.12
2023-05-25,SITE_013,South,chaotic,CEM_II,0.0,0.0,301.12,25.51,326.63,0.81,16.02,154,True,147.12,172.63
2023-05-26,SITE_013,South,chaotic,CEM_II,0.0,0.0,326.63,19.53,346.16,0.13,26.11,154,True,172.63,192.16000000000003
2023-05-27,SITE_013,South,chaotic,CEM_I,0.0,0.0,346.16,11.49,357.65,2.99,19.02,154,True,192.16000000000003,203.64999999999998
2023-05-28,SITE_013,South,chaotic,CEM_II,57.28,57.28,357.65,44.89,345.26,4.7,18.55,154,True,203.64999999999998,191.26
2023-05-29,SITE_013,South,chaotic,CEM_III,30.68,30.68,345.26,43.6,358.18,0.55,16.93,154,True,191.26,204.18
2023-05-30,SITE_013,South,chaotic,CEM_III,0.0,0.0,358.18,34.96,393.14,2.11,10.37,154,True,204.18,239.14
2023-05-31,SITE_013,South,chaotic,CEM_III,57.3,57.3,393.14,12.85,348.69,4.53,10.99,154,True,239.14,194.69
2023-06-01,SITE_013,South,chaotic,CEM_II,54.71,54.71,348.69,29.09,323.07,5.6,13.72,154,True,194.69,169.07
2023-06-02,SITE_013,South,chaotic,CEM_I,39.93,39.93,323.07,36.02,319.16,8.77,13.34,154,True,169.07,165.16000000000003
2023-06-03,SITE_013,South,chaotic,CEM_II,38.52,38.52,319.16,25.4,306.04,5.57,20.01,154,True,165.16000000000003,152.04000000000002
2023-06-04,SITE_013,South,chaotic,CEM_III,0.0,0.0,306.04,36.92,342.96,7.69,15.44,154,True,152.04000000000002,188.95999999999998
2023-06-05,SITE_013,South,chaotic,CEM_I,27.88,27.88,342.96,12.6,327.68,1.03,21.36,154,True,188.95999999999998,173.68
2023-06-06,SITE_013,South,chaotic,CEM_I,0.0,0.0,327.68,16.49,344.17,0.19,11.1,154,True,173.68,190.17000000000002
2023-06-07,SITE_013,South,chaotic,CEM_I,33.11,33.11,344.17,46.97,358.03,0.38,17.75,154,True,190.17000000000002,204.02999999999997
2023-06-08,SITE_013,South,chaotic,CEM_III,37.19,37.19,358.03,13.66,334.5,7.5,13.87,154,True,204.02999999999997,180.5
2023-06-09,SITE_013,South,chaotic,CEM_I,52.56,52.56,334.5,40.76,322.7,0.53,8.05,154,True,180.5,168.7
2023-06-10,SITE_013,South,chaotic,CEM_II,0.0,0.0,322.7,0.0,322.7,2.95,19.34,154,True,168.7,168.7
2023-06-11,SITE_013,South,chaotic,CEM_III,20.78,20.78,322.7,0.0,301.92,2.11,13.86,154,True,168.7,147.92000000000002
2023-06-12,SITE_013,South,chaotic,CEM_III,45.06,45.06,301.92,31.24,288.1,1.09,12.92,154,True,147.92000000000002,134.10000000000002
2023-06-13,SITE_013,South,chaotic,CEM_I,55.4,55.4,288.1,0.0,232.7,0.5,20.75,154,True,134.10000000000002,78.69999999999999
2023-06-14,SITE_013,South,chaotic,CEM_I,37.75,37.75,232.7,38.26,233.21,0.64,12.62,154,True,78.69999999999999,79.21000000000001
2023-06-15,SITE_013,South,chaotic,CEM_II,14.17,14.17,233.21,41.02,260.06,0.98,21.86,154,True,79.21000000000001,106.06
2023-06-16,SITE_013,South,chaotic,CEM_II,48.91,48.91,260.06,42.98,254.13,5.62,15.0,154,True,106.06,100.13
2023-06-17,SITE_013,South,chaotic,CEM_II,55.45,55.45,254.13,33.86,232.54,2.25,21.17,154,True,100.13,78.53999999999999
2023-06-18,SITE_013,South,chaotic,CEM_III,24.51,24.51,232.54,28.94,236.97,6.26,11.35,154,True,78.53999999999999,82.97
2023-06-19,SITE_013,South,chaotic,CEM_III,10.65,10.65,236.97,31.91,258.23,0.48,21.06,154,True,82.97,104.23000000000002
2023-06-20,SITE_013,South,chaotic,CEM_I,16.77,16.77,258.23,18.94,260.4,0.04,20.85,154,True,104.23000000000002,106.39999999999998
2023-06-21,SITE_013,South,chaotic,CEM_III,59.78,47.83,260.4,32.72,245.29,3.94,-0.68,154,True,106.39999999999998,91.28999999999999
2023-06-22,SITE_013,South,chaotic,CEM_III,68.77,68.77,245.29,18.21,194.73,7.99,12.92,154,True,91.28999999999999,40.72999999999999
2023-06-23,SITE_013,South,chaotic,CEM_II,36.76,36.76,194.73,44.28,202.25,1.56,14.83,154,True,40.72999999999999,48.25
2023-06-24,SITE_013,South,chaotic,CEM_III,44.16,44.16,202.25,43.4,201.49,1.64,8.89,154,True,48.25,47.49000000000001
2023-06-25,SITE_013,South,chaotic,CEM_I,0.0,0.0,201.49,29.64,231.13,0.7,18.61,154,True,47.49000000000001,77.13
2023-06-26,SITE_013,South,chaotic,CEM_I,0.0,0.0,231.13,25.76,256.89,1.84,10.38,154,True,77.13,102.88999999999999
2023-06-27,SITE_013,South,chaotic,CEM_I,64.92,0.0,256.89,20.15,277.04,20.47,8.65,154,True,102.88999999999999,123.04000000000002
2023-06-28,SITE_013,South,chaotic,CEM_I,39.35,39.35,277.04,10.66,248.35,7.9,16.29,154,True,123.04000000000002,94.35
2023-06-29,SITE_013,South,chaotic,CEM_II,0.0,0.0,248.35,21.26,269.61,6.92,15.55,154,True,94.35,115.61000000000001
2023-06-30,SITE_013,South,chaotic,CEM_III,17.19,17.19,269.61,35.55,287.97,3.56,11.52,154,True,115.61000000000001,133.97000000000003
2023-07-01,SITE_013,South,chaotic,CEM_I,0.0,0.0,287.97,13.5,301.47,5.19,4.03,154,True,133.97000000000003,147.47000000000003
2023-07-02,SITE_013,South,chaotic,CEM_III,0.0,0.0,301.47,0.0,301.47,6.31,15.09,154,True,147.47000000000003,147.47000000000003
2023-07-03,SITE_013,South,chaotic,CEM_III,44.7,44.7,301.47,31.63,288.4,2.81,15.18,154,True,147.47000000000003,134.39999999999998
2023-07-04,SITE_013,South,chaotic,CEM_I,58.14,58.14,288.4,48.94,279.2,3.46,17.08,154,True,134.39999999999998,125.19999999999999
2023-07-05,SITE_013,South,chaotic,CEM_III,23.92,23.92,279.2,38.83,294.11,0.17,19.72,154,True,125.19999999999999,140.11
2023-07-06,SITE_013,South,chaotic,CEM_II,42.91,42.91,294.11,38.3,289.5,12.7,2.27,154,True,140.11,135.5
2023-07-07,SITE_013,South,chaotic,CEM_II,25.19,25.19,289.5,41.04,305.35,1.93,7.81,154,True,135.5,151.35000000000002
2023-07-08,SITE_013,South,chaotic,CEM_I,39.58,39.58,305.35,14.8,280.57,1.54,13.59,154,True,151.35000000000002,126.57
2023-07-09,SITE_013,South,chaotic,CEM_II,58.17,58.17,280.57,22.75,245.15,7.84,14.19,154,True,126.57,91.15
2023-07-10,SITE_013,South,chaotic,CEM_II,43.8,43.8,245.15,44.69,246.04,0.79,11.7,154,True,91.15,92.03999999999999
2023-07-11,SITE_013,South,chaotic,CEM_III,60.62,60.62,246.04,36.66,222.08,3.61,13.46,154,True,92.03999999999999,68.08000000000001
2023-07-12,SITE_013,South,chaotic,CEM_I,24.91,24.91,222.08,10.95,208.12,2.94,20.17,154,True,68.08000000000001,54.120000000000005
2023-07-13,SITE_013,South,chaotic,CEM_II,0.0,0.0,208.12,49.24,257.36,0.69,-3.77,154,True,54.120000000000005,103.36000000000001
2023-07-14,SITE_013,South,chaotic,CEM_I,63.78,63.78,257.36,22.96,216.54,0.25,7.12,154,True,103.36000000000001,62.53999999999999
2023-07-15,SITE_013,South,chaotic,CEM_III,61.58,61.58,216.54,45.89,200.85,7.39,11.09,154,True,62.53999999999999,46.849999999999994
2023-07-16,SITE_013,South,chaotic,CEM_II,46.39,46.39,200.85,35.22,189.68,6.85,5.72,154,True,46.849999999999994,35.68000000000001
2023-07-17,SITE_013,South,chaotic,CEM_II,10.13,10.13,189.68,0.0,179.55,3.45,13.44,154,True,35.68000000000001,25.55000000000001
